churn,number_vmail_messages,total_day_calls,total_eve_minutes,total_eve_charge,total_intl_minutes,number_customer_service_calls
no,0,127,103.0,8.76,12.7,2
no,0,107,178.0,15.13,6.2,1
no,0,63,187.0,15.9,10.9,1
no,0,74,167.9,14.27,16.4,0
no,0,80,126.1,10.72,12.0,1
no,0,94,218.1,18.54,7.8,3
no,0,87,285.2,24.24,5.8,2
no,0,89,251.6,21.39,5.4,3
no,24,97,199.7,16.97,12.1,1
no,0,108,263.2,22.37,13.4,2
no,0,68,195.8,16.64,11.5,2
no,12,56,241.6,20.54,13.2,3
no,0,80,205.4,17.46,12.0,2
no,0,97,178.2,15.15,9.2,2
no,0,115,141.5,12.03,4.5,2
yes,0,134,242.5,20.61,8.3,3
yes,0,143,245.7,20.88,7.4,2
no,24,103,280.5,23.84,10.4,2
no,0,104,88.6,7.53,12.5,1
no,0,85,239.6,20.37,8.9,1
no,31,126,224.3,19.07,13.8,1
no,0,88,235.8,20.04,14.6,3
no,0,126,184.7,15.7,10.6,1
no,0,77,156.3,13.29,7.3,1
no,0,101,204.8,17.41,13.3,1
no,0,107,82.0,6.97,6.6,0
no,0,80,220.1,18.71,10.4,1
no,0,116,156.2,13.28,5.0,0
no,0,98,161.9,13.76,11.2,2
no,0,86,162.8,13.84,9.3,1
no,0,99,190.5,16.19,9.3,0
no,0,114,181.7,15.44,12.1,0
no,0,95,230.9,19.63,13.8,2
no,34,96,102.3,8.7,12.2,1
no,0,101,191.0,16.24,11.1,0
no,0,112,226.8,19.28,15.1,1
no,0,83,137.2,11.66,11.1,2
yes,0,111,224.8,19.11,13.6,4
no,0,85,201.4,17.12,11.1,1
no,0,107,359.3,30.54,5.6,0
no,0,97,181.5,15.43,9.6,1
no,17,122,207.1,17.6,9.2,3
yes,0,70,231.5,19.68,7.0,1
no,30,124,202.4,17.2,8.6,1
no,0,98,309.1,26.27,11.4,2
no,0,81,145.9,12.4,9.8,2
no,0,139,270.4,22.98,5.3,1
no,0,80,236.1,20.07,8.8,2
no,0,116,258.5,21.97,8.7,1
no,0,115,196.5,16.7,11.7,1
no,40,90,233.9,19.88,7.1,0
no,16,85,107.1,9.1,9.7,1
no,23,95,258.3,21.96,7.8,0
no,0,106,172.5,14.66,11.9,1
no,33,100,203.5,17.3,5.8,2
no,0,120,216.4,18.39,8.6,3
no,0,105,215.5,18.32,8.2,3
no,24,58,253.8,21.57,11.1,1
yes,0,87,269.2,22.88,14.4,0
no,0,81,266.2,22.63,11.1,0
no,0,106,174.7,14.85,6.0,4
yes,0,87,106.9,9.09,14.1,0
yes,0,106,139.2,11.83,8.5,6
no,0,121,199.5,16.96,11.7,3
yes,0,98,187.7,15.95,9.3,3
no,32,108,216.5,18.4,13.0,1
no,35,104,211.8,18.0,9.7,0
yes,0,78,302.3,25.7,8.5,0
no,0,86,162.0,13.77,6.0,1
no,0,105,250.9,21.33,12.2,1
no,0,96,234.2,19.91,10.1,4
no,23,119,137.4,11.68,7.9,2
no,0,92,204.5,17.38,11.4,1
no,0,101,190.2,16.17,8.3,4
no,28,117,159.9,13.59,0.0,1
yes,0,121,134.3,11.42,8.6,2
no,0,109,226.1,19.22,9.0,1
yes,0,81,224.8,19.11,11.3,4
no,0,71,213.3,18.13,6.3,3
no,0,114,274.5,23.33,9.2,3
no,0,106,209.7,17.82,9.3,2
yes,0,122,285.1,24.23,13.6,2
no,0,115,258.6,21.98,12.6,2
no,0,121,136.7,11.62,9.6,1
no,0,114,141.5,12.03,10.5,4
yes,28,93,170.0,14.45,14.6,2
no,0,87,199.5,16.96,1.1,1
no,0,108,218.4,18.56,11.0,3
no,18,76,160.7,13.66,9.3,0
no,0,87,216.6,18.41,10.8,2
yes,0,104,170.9,14.53,8.7,4
no,0,100,193.9,16.48,2.0,1
no,0,122,208.2,17.7,15.1,1
no,0,112,227.8,19.36,7.2,0
no,0,139,210.7,17.91,9.8,1
yes,0,110,231.1,19.64,10.6,1
no,41,76,160.6,13.65,9.8,2
no,0,130,226.5,19.25,8.8,2
no,0,85,192.3,16.35,7.9,0
no,31,114,264.6,22.49,9.7,2
no,0,105,157.1,13.35,10.7,0
no,0,87,193.0,16.41,10.7,1
no,0,69,154.8,13.16,9.5,0
no,0,109,214.4,18.22,12.1,0
no,0,133,276.6,23.51,9.5,2
no,0,118,178.5,15.17,10.6,0
no,0,126,200.0,17.0,10.8,1
no,28,96,185.4,15.76,17.7,0
no,0,92,208.7,17.74,11.4,1
no,0,105,237.4,20.18,11.4,1
no,0,74,93.7,7.96,14.0,1
no,0,91,203.8,17.32,6.8,1
no,0,122,206.3,17.54,19.7,0
no,0,80,228.4,19.41,8.9,0
no,0,48,187.7,15.95,16.1,3
no,0,99,210.4,17.88,10.8,1
no,0,97,221.8,18.85,12.0,1
no,0,124,229.5,19.51,5.6,5
no,0,90,229.6,19.52,10.8,2
no,0,86,210.0,17.85,8.5,1
no,31,99,164.9,14.02,10.2,3
no,0,115,260.6,22.15,7.4,3
no,27,107,280.6,23.85,8.0,1
no,0,101,208.8,17.75,16.2,2
no,0,115,162.7,13.83,8.3,0
yes,0,115,258.6,21.98,7.5,1
yes,0,89,340.3,28.93,8.8,1
no,0,70,243.8,20.72,10.3,0
no,0,89,131.2,11.15,11.5,3
no,0,101,193.1,16.41,6.9,1
no,40,127,223.0,18.96,9.9,2
no,34,102,267.1,22.7,9.3,0
